,index_content,word,nature,content_type,index_word
2291,64,价格便宜,n,neg,17
2293,64,凑合,v,neg,18
2296,65,不错,a,neg,1
2298,65,价位,n,neg,2
2300,65,符合,v,neg,3
2302,65,需求,v,neg,4
2303,65,标准,n,neg,5
2307,67,松紧,a,neg,1
2309,67,绳子,n,neg,2
2310,67,不行,v,neg,3
2311,68,收到,v,neg,1
2314,68,冲着,p,neg,2
2315,68,认证,v,neg,3
2316,68,购买,v,neg,4
2320,68,想象,n,neg,5
2321,68,中,f,neg,6
2325,68,净空,n,neg,7
2326,68,矮,a,neg,8
2329,68,戴,v,neg,9
2331,68,头上,s,neg,10
2332,68,易,a,neg,11
2333,68,脱落,v,neg,12
2335,68,包装,v,neg,13
2338,68,简易,a,neg,14
2343,69,商品,n,neg,1
2344,69,收到,v,neg,2
2347,69,包装,v,neg,3
2352,69,物流,n,neg,4
2356,69,态度,n,neg,5
2363,69,解答,v,neg,6
2365,69,总体,n,neg,7
2368,69,满意,v,neg,8
2370,70,还行,v,neg,1
2374,70,甲头,n,neg,2
2375,71,发货,n,pos,1
2376,71,速度,n,pos,2
2377,71,很快,d,pos,3
2381,71,产品,n,pos,4
2386,71,颜值,n,pos,5
2388,71,高,a,pos,6
2390,71,总体,n,pos,7
2393,71,不错,a,pos,8
2394,71,很棒,a,pos,9
2395,72,不错,a,pos,1
2397,72,物流,n,pos,2
2399,72,很快,d,pos,3
2402,72,收到,v,pos,4
2405,72,打算,v,pos,5
2407,72,几天,m,pos,6
2409,72,安排,v,pos,7
2412,72,棒棒,n,pos,8
2413,72,哒,zg,pos,9
2415,72,小伙伴,n,pos,10
2417,72,喜欢,v,pos,11
2420,72,赶紧,d,pos,12
2421,72,下手,v,pos,13
2424,72,欧耶,nr,pos,14
2426,72,冲冲,vn,pos,15
2429,73,东西,ns,pos,1
2431,73,不错,a,pos,2
2433,73,物流,n,pos,3
2434,73,速度,n,pos,4
2439,73,真,d,pos,5
2442,73,本来,t,pos,6
2445,73,不好,d,pos,7
2448,73,收到,v,pos,8
2449,73,货,n,pos,9
2452,73,惊呆,v,pos,10
2455,73,话,n,pos,11
2462,73,图,n,pos,12
2464,73,视频,n,pos,13
2466,73,推荐,v,pos,14
2467,73,购买,v,pos,15
2470,73,意图,n,pos,16
2472,73,朋友,n,pos,17
2475,73,犹豫,a,pos,18
2477,73,抓紧,v,pos,19
2478,73,下单,n,pos,20
2480,74,购买,v,pos,1
2481,74,核心,n,pos,2
2482,74,点,m,pos,3
2484,74,尾部,n,pos,4
2486,74,亮灯,n,pos,5
2487,74,标志,n,pos,6
2489,74,前,f,pos,7
2490,74,设有,v,pos,8
2491,74,阀门,n,pos,9
2493,74,调节,vn,pos,10
2494,74,漏,v,pos,11
2495,74,空气,n,pos,12
2498,74,黑色,n,pos,13
2499,74,款,n,pos,14
2501,74,炫酷,a,pos,15
2503,74,工程塑料,n,pos,16
2504,74,材质,n,pos,17
2506,74,性价比,n,pos,18
2508,74,高,a,pos,19
2513,74,厚重感,n,pos,20
2515,74,搭配,v,pos,21
2516,74,透明,v,pos,22
2517,74,镜需,n,pos,23
2518,74,自装,v,pos,24
2520,74,简单,a,pos,25
2521,74,易,a,pos,26
2522,74,上手,v,pos,27
2524,74,整体,n,pos,28
2525,74,值得,v,pos,29
2526,74,入手,v,pos,30
2528,75,颜值,n,pos,1
2529,75,很棒,a,pos,2
2531,75,一级,m,pos,3
2532,75,棒,zg,pos,4
2537,75,舒服,a,pos,5
2539,75,戴,v,pos,6
2542,75,违,vg,pos,7
2544,75,感,vg,pos,8
2548,75,喜欢,v,pos,9
2552,75,路上,s,pos,10
2557,75,频频,d,pos,11
2558,75,回头,v,pos,12
2563,75,真的,d,pos,13
2565,75,太帅,n,pos,14
2567,75,越,d,pos,15
2568,75,看越,v,pos,16
2569,75,喜欢,v,pos,17
2570,76,结实,n,pos,1
2572,76,外观,n,pos,2
2575,76,护目镜,n,pos,3
2577,76,划痕,n,pos,4
2579,76,商家,n,pos,5
2580,76,时间,n,pos,6
2581,76,安排,v,pos,7
2582,76,补发,v,pos,8
2584,76,反光镜,nz,pos,9
2585,76,丢失,v,pos,10
2587,76,商家,n,pos,11
2588,76,还给,v,pos,12
2589,76,发,v,pos,13
2591,76,两个,m,pos,14
2593,76,不想,v,pos,15
2594,76,沾,v,pos,16
2597,76,便宜,a,pos,17
2598,76,真,d,pos,18
2599,76,想,v,pos,19
2602,76,退回去,l,pos,20
2605,76,送,v,pos,21
2607,76,三个,m,pos,22
2608,76,反光,v,pos,23
2609,76,贴,v,pos,24
2611,77,物美价廉,l,pos,1
2618,77,想要,v,pos,2
2620,77,类型,n,pos,3
2622,77,物流,n,pos,4
2624,77,很快,d,pos,5
2626,77,值得,v,pos,6
2628,77,购买,v,pos,7
2631,78,价钱,n,pos,1
2635,78,品质,n,pos,2
2637,78,合适,a,pos,3
2639,79,性价比,n,pos,1
2640,79,高,a,pos,2
2642,79,颜值,n,pos,3
2643,79,好看,v,pos,4
2645,79,不错,a,pos,5
2647,79,推荐,v,pos,6
2650,80,收到,v,pos,1
2652,80,颜色,n,pos,2
2653,80,好看,v,pos,3
2658,80,做工,v,pos,4
2659,80,精细,a,pos,5
2661,80,物流,n,pos,6
2662,80,很快,d,pos,7
2664,80,值得,v,pos,8
2665,80,信赖,n,pos,9
2667,81,时尚,n,pos,1
2668,81,漂亮,a,pos,2
2670,81,不错,a,pos,3
2675,81,两个,m,pos,4
2676,82,先买,v,pos,1
2679,82,儿童,n,pos,2
2682,82,一路顺风,l,pos,3
2683,82,到货,v,pos,4
2692,82,店家,n,pos,5
2693,82,发货,n,pos,6
2699,82,目的地,n,pos,7
2701,82,一站,m,pos,8
2703,82,疫情,n,pos,9
2704,82,受阻,v,pos,10
2706,82,延迟,v,pos,11
2707,82,数日,m,pos,12
2709,82,收到,v,pos,13
2712,82,图示,n,pos,14
2713,82,相符,v,pos,15
2718,83,杠杠,n,pos,1
2719,83,滴,v,pos,2
2721,83,款式,n,pos,3
2723,83,好看,v,pos,4
2726,83,卖,v,pos,5
2734,83,性价比,n,pos,6
2736,83,高,a,pos,7
2738,83,骑,v,pos,8
2739,83,电动车,n,pos,9
2741,83,摩托车,nz,pos,10
2743,83,首选,v,pos,11
2745,83,国家标准,n,pos,12
2749,83,放心,v,pos,13
2752,83,漂亮,a,pos,14
2754,83,尾翼,n,pos,15
2759,83,赞,v,pos,16
2764,84,漂亮,a,pos,1
2767,84,想象,n,pos,2
2772,84,反光,v,pos,3
2773,84,片,q,pos,4
2776,85,做,v,pos,1
2777,85,红,a,pos,2
2778,85,用料,n,pos,3
2782,85,喜欢,v,pos,4
2783,86,漂亮,a,pos,1
2784,86,够,v,pos,2
2785,86,硬够,v,pos,3
2786,86,结实,n,pos,4
2788,86,杠杠,n,pos,5
2790,87,挺不错,i,pos,1
2793,87,好看,v,pos,2
2796,87,收到,v,pos,3
2797,87,货,n,pos,4
2800,87,镜片,n,pos,5
2803,87,安装,v,pos,6
2809,87,赠品,n,pos,7
2813,87,安装,v,pos,8
2817,87,感觉,n,pos,9
2818,87,倒,v,pos,10
2821,87,好看,v,pos,11
2823,88,高端,n,pos,1
2824,88,大气,n,pos,2
2825,88,上档次,b,pos,3
2827,88,造型,n,pos,4
2828,88,好看,v,pos,5
2832,88,夜间,t,pos,6
2833,88,反光灯,n,pos,7
2835,88,出行,v,pos,8
2838,89,快递,v,pos,1
2839,89,到货,v,pos,2
2844,89,戴,v,pos,3
2845,89,头上,s,pos,4
2848,89,重,a,pos,5
2851,89,合适,a,pos,6
2853,89,送,v,pos,7
2855,89,赠品,n,pos,8
2857,89,不错,a,pos,9
2859,89,防,v,pos,10
2860,89,晒太阳,n,pos,11
2861,89,板,ng,pos,12
2863,89,自由,a,pos,13
2864,89,安装,v,pos,14
2866,89,头部,n,pos,15
2868,89,透,v,pos,16
2869,89,气孔,n,pos,17
2872,89,人性化,n,pos,18
2875,89,不错,a,pos,19
2877,89,值得,v,pos,20
2878,89,推荐,v,pos,21
2879,89,购买,v,pos,22
2880,90,物超所值,i,pos,1
2883,90,满意,v,pos,2
2885,90,期间,f,pos,3
2888,90,插曲,n,pos,4
2890,90,店家,n,pos,5
2891,90,细致,a,pos,6
2892,90,周到,v,pos,7
2894,90,服务,vn,pos,8
2898,90,感动,v,pos,9
2900,90,祝,v,pos,10
2901,90,生意兴隆,l,pos,11
2907,91,设计,vn,neg,1
2911,91,父母,n,neg,2
2915,91,前后左右,l,neg,3
2922,91,调节,vn,neg,4
2927,91,调节,vn,neg,5
2929,91,戴,v,neg,6
2931,91,骑车,n,neg,7
2933,91,晃动,v,neg,8
2939,92,帽子,n,neg,1
2940,92,太小,n,neg,2
2943,92,戴,v,neg,3
2945,92,两回,m,neg,4
2947,92,感觉,n,neg,5
2948,92,太紧,nz,neg,6
2953,92,发错,v,neg,7
2958,92,退换,v,neg,8
2960,93,东西,ns,neg,1
2962,93,没收,v,neg,2
2965,93,快递,v,neg,3
2967,93,确认,v,neg,4
2971,93,签收,v,neg,5
2974,93,店铺,n,neg,6
2976,93,半个,m,neg,7
2977,93,月,m,neg,8
2979,93,处理结果,n,neg,9
2985,93,进度,d,neg,10
2991,94,感觉,n,neg,1
2996,94,二手,m,neg,2
2999,94,二手,m,neg,3
3005,95,安装,v,neg,1
3006,95,帽重,n,neg,2
3008,95,镜片,n,neg,3
3010,95,卡位,n,neg,4
3012,95,弹开,v,neg,5
3013,95,掉,zg,neg,6
3014,95,镜片,n,neg,7
3016,96,没用,v,neg,1
3017,96,两天,m,neg,2
3018,96,头顶,n,neg,3
3020,96,天窗,n,neg,4
3021,96,挡板,n,neg,5
3024,96,脱落,v,neg,6
3027,96,售后,n,neg,7
3035,96,负责,v,neg,8
3039,96,语,ng,neg,9
3044,96,瑕疵品,v,neg,10
3047,96,商品,n,neg,11
3052,96,过程,n,neg,12
3053,96,中才,t,neg,13
3056,96,发现,v,neg,14
3059,96,商家,n,neg,15
3061,96,改进,v,neg,16
3068,96,推脱,v,neg,17
3069,96,责任,n,neg,18
3073,97,镜片,n,neg,1
3078,97,戴眼镜,nr,neg,2
3082,97,先,d,neg,3
3084,97,镜片,n,neg,4
3085,97,打上去,v,neg,5
3087,97,戴,v,neg,6
3092,97,打到,v,neg,7
3095,97,眼镜,n,neg,8
3098,97,几天,m,neg,9
3099,97,镜片,n,neg,10
3100,97,接口处,i,neg,11
3102,97,变形,n,neg,12
3105,97,一打,m,neg,13
3107,97,掉,v,neg,14
3108,97,镜片,n,neg,15
3110,97,外面,f,neg,16
3112,97,配不上,v,neg,17
3115,97,商家,n,neg,18
3118,97,链接,n,neg,19
3121,97,运费,vn,neg,20
3124,97,镜片,n,neg,21
3126,97,多块,m,neg,22
3128,97,差劲,n,neg,23
3130,98,款,m,neg,1
3132,98,认证,v,neg,2
3136,98,慎重考虑,nr,neg,3
3138,98,商家,n,neg,4
3141,98,认证,v,neg,5
3143,98,放在,v,neg,6
3145,98,认证,v,neg,7
3146,98,商品,n,neg,8
3147,98,界面,n,neg,9
3149,98,误导,n,neg,10
3150,98,消费者,n,neg,11
3152,98,以次充好,l,neg,12
3156,98,认证,v,neg,13
3159,98,商品,n,neg,14
3160,98,界面,n,neg,15
3161,98,放,v,neg,16
3165,98,认证,v,neg,17
3166,98,证书,n,neg,18
3167,98,照片,n,neg,19
3168,98,干什么,l,neg,20
3172,98,到手,d,neg,21
3175,98,告诉,v,neg,22
3180,98,认证,v,neg,23
3185,99,发货,n,neg,1
3186,99,时间,n,neg,2
3187,99,长,a,neg,3
3191,99,烂,a,neg,4
3194,99,回复,v,neg,5
3195,99,慢,a,neg,6
3197,99,态度,n,neg,7
3198,99,差,a,neg,8
3199,100,太,d,neg,1
3200,100,轻,a,neg,2
3203,100,公斤,q,neg,3
3208,100,头上,s,neg,4
3209,100,轻飘飘,z,neg,5
3212,100,晃晃,z,neg,6
3217,100,象,n,neg,7
3218,100,小孩子,n,neg,8
3221,101,整体,n,neg,1
3223,101,行,zg,neg,2
3225,101,镜片,n,neg,3
3228,101,挡住,v,neg,4
3229,101,太阳,ns,neg,5
3230,101,光线,n,neg,6
3233,101,绳,n,neg,7
3234,101,收缩,v,neg,8
3235,101,不到,v,neg,9
3237,101,理想,n,neg,10
3240,101,短,a,neg,11
3245,102,谈得上,l,neg,1
3252,102,便宜货,n,neg,2
3257,103,设计,vn,neg,1
3261,103,护目镜,n,neg,2
3262,103,拉,v,neg,3
3265,103,感觉,n,neg,4
3266,103,视野,n,neg,5
3267,103,不好,d,neg,6
3268,104,不管怎么,l,neg,1
3269,104,调节,vn,neg,2
3271,104,两侧,f,neg,3
3272,104,慢慢,d,neg,4
3275,104,压,v,neg,5
3277,104,耳朵,n,neg,6
3279,104,超级,b,neg,7
3281,104,舒服,a,neg,8
3287,104,情况,n,neg,9
3289,105,拿到,v,neg,1
3290,105,快递,v,neg,2
3292,105,拆开,v,neg,3
3296,105,喜欢,v,neg,4
3298,105,样式,n,neg,5
3303,105,完美,a,neg,6
3307,105,组装,v,neg,7
3310,105,发现,v,neg,8
3312,105,耳朵,n,neg,9
3313,105,是断,v,neg,10
3316,105,做,v,neg,11
3319,105,完美主义,nz,neg,12
3323,105,一下子,m,neg,13
3324,105,心情,n,neg,14
3327,105,美丽,ns,neg,15
3330,106,行,zg,neg,1
3334,106,眼罩,n,neg,2
3335,106,确实,ad,neg,3
3336,106,不好,d,neg,4
3340,106,正好,a,neg,5
3341,106,遮眼,v,neg,6
3343,106,再往,d,neg,7
3345,106,掰,v,neg,8
3347,106,掰,v,neg,9
3348,106,不动,v,neg,10
3351,107,两个,m,neg,1
3353,107,太浅,n,neg,2
3356,107,戴,v,neg,3
3358,107,头上,s,neg,4
3359,107,易,a,neg,5
3360,107,掉下来,v,neg,6
3362,108,防风,n,neg,1
3363,108,镜,ng,neg,2
3365,108,裂痕,n,neg,3
3372,109,护镜,nz,neg,1
3373,109,到手,d,neg,2
3375,109,花花,n,neg,3
3379,109,单手,n,neg,4
3381,109,没法,v,neg,5
3382,109,拉动,v,neg,6
3384,109,打开,v,neg,7
3385,110,遮阳板,nz,neg,1
3387,110,分离,v,neg,2
3392,110,尝试,vn,neg,3
3393,110,安不上,l,neg,4
3397,110,说明书,n,neg,5
3401,111,用户,n,pos,1
3403,111,商品,n,pos,2
3404,111,不错,a,pos,3
3405,112,物流,n,pos,1
3406,112,不算,v,pos,2
3409,112,承运,v,pos,3
3410,112,商顺丰,nr,pos,4
3411,112,快递,v,pos,5
3412,112,三天,m,pos,6
3413,112,送到,v,pos,7
3416,112,市面上,n,pos,8
3417,112,最快,d,pos,9
3419,112,物流,n,pos,10
3421,112,快递,v,pos,11
3424,112,商品,n,pos,12
3425,112,收到,v,pos,13
3427,112,打开,v,pos,14
3428,112,包装,v,pos,15
3430,112,网页,n,pos,16
3432,112,描述,v,pos,17
3437,112,轻便,a,pos,18
3439,112,坚固,a,pos,19
3441,112,拉,v,pos,20
3443,112,面罩,n,pos,21
3445,112,防,v,pos,22
3446,112,强光,n,pos,23
3449,112,挡风遮雨,i,pos,24
3450,113,商城,ns,pos,1
3452,113,品质,n,pos,2
3453,113,保证,v,pos,3
3460,113,商城,ns,pos,4
3461,113,购买,v,pos,5
3462,113,东西,ns,pos,6
3464,113,值得,v,pos,7
3465,113,信赖,n,pos,8
3467,113,宝贝,nr,pos,9
3468,113,回来,v,pos,10
3474,113,美观大方,ns,pos,11
3476,113,简单,a,pos,12
3479,113,时尚,n,pos,13
3481,113,很漂亮,n,pos,14
3483,114,选择,v,pos,1
3486,114,长时间,l,pos,2
3491,114,款,n,pos,3
3494,114,选择,v,pos,4
3498,114,收到,v,pos,5
3499,114,货后,n,pos,6
3501,114,试戴,v,pos,7
3510,114,材料,n,pos,8
3511,114,丶,zg,pos,9
3512,114,颜色,n,pos,10
3513,114,丶,zg,pos,11
3514,114,舒适度,n,pos,12
3515,114,丶,zg,pos,13
3516,114,安全性,nr,pos,14
3521,114,满意,v,pos,15
3523,114,快递,v,pos,16
3524,114,速度,n,pos,17
3527,114,值得,v,pos,18
3528,114,购买,v,pos,19
3530,115,宝贝,nr,pos,1
3532,115,收到,v,pos,2
3534,115,外观,n,pos,3
3535,115,很漂亮,n,pos,4
3538,115,心仪,n,pos,5
3540,115,一款,m,pos,6
3545,116,一款,m,pos,1
3547,116,好好看,a,pos,2
3558,116,这款,r,pos,3
3561,116,过硬,a,pos,4
3563,116,佩戴,v,pos,5
3568,116,舒服,a,pos,6
3571,116,外形,n,pos,7
3574,116,特别,d,pos,8
3576,116,炫酷,a,pos,9
3578,116,本来,t,pos,10
3581,116,喜欢,v,pos,11
3582,116,戴,v,pos,12
3589,116,喜欢,v,pos,13
3590,116,戴,v,pos,14
3591,116,这款,r,pos,15
3594,116,价格,n,pos,16
3598,116,实惠,vn,pos,17
3600,116,真的,d,pos,18
3602,116,物美价廉,l,pos,19
3604,116,真心,d,pos,20
3606,116,推荐,v,pos,21
3609,116,购买,v,pos,22
3611,116,款,m,pos,23
3612,117,不错,a,pos,1
3616,117,味道,n,pos,2
3618,117,总体,n,pos,3
3623,117,感觉,n,pos,4
3625,117,坚固,a,pos,5
3627,117,挺不错,i,pos,6
3629,117,外形,n,pos,7
3632,117,不错,a,pos,8
3635,117,东西,ns,pos,9
3637,117,概率,n,pos,10
3640,117,希望,v,pos,11
3641,117,派上用场,n,pos,12
3644,117,交警,j,pos,13
3647,117,戴,v,pos,14
3651,118,外观设计,n,pos,1
3652,118,漂亮,a,pos,2
3654,118,尺寸,n,pos,3
3655,118,大小,b,pos,4
3656,118,合适,a,pos,5
3658,118,包装,v,pos,6
3659,118,仔细,ad,pos,7
3660,118,完整,a,pos,8
3662,118,宝贝,nr,pos,9
3663,118,手感,n,pos,10
3664,118,不错,a,pos,11
3666,118,感觉,n,pos,12
3670,118,发货,n,pos,13
3671,118,速度,n,pos,14
3674,118,服务态度,n,pos,15
3675,118,一流,n,pos,16
3678,118,力,n,pos,17
3680,118,星,n,pos,18
3681,118,好评,v,pos,19
3683,119,不错,a,pos,1
3685,119,一款,m,pos,2
3687,119,冬天,t,pos,3
3688,119,戴,v,pos,4
3690,119,嘴巴,n,pos,5
3691,119,挡,zg,pos,6
3692,119,不到,v,pos,7
3696,119,戴,v,pos,8
3698,119,口罩,n,pos,9
3700,119,围巾,n,pos,10
3704,119,冷,a,pos,11
3707,119,春天,t,pos,12
3709,119,很棒,a,pos,13
3712,119,防晒,v,pos,14
3716,119,太阳镜,nz,pos,15
3717,119,遮光,v,pos,16
3721,119,五星,nz,pos,17
3722,119,好评,v,pos,18
3730,120,好次,d,pos,1
3732,120,网上,s,pos,2
3735,120,戴,v,pos,3
3738,120,好看,v,pos,4
3744,120,挡风,n,pos,5
3747,120,遮挡,v,pos,6
3750,120,冬天,t,pos,7
3754,120,全,n,pos,8
3755,120,遮挡,v,pos,9
3759,120,晚上,t,pos,10
3761,120,选择,v,pos,11
3762,120,透明,v,pos,12
3764,120,挡风,n,pos,13
3766,121,电动车,n,pos,1
3767,121,男,n,pos,2
3768,121,四季,m,pos,3
3769,121,防晒,v,pos,4
3770,121,防雨,n,pos,5
3771,121,电瓶车,n,pos,6
3772,121,女士,n,pos,7
3773,121,夏季,t,pos,8
3774,121,哈雷,nr,pos,9
3775,121,轻便式,l,pos,10
3777,121,覆式,n,pos,11
3778,121,安全帽,nz,pos,12
3779,121,四季,m,pos,13
3780,121,通用,v,pos,14
3781,121,半盔,n,pos,15
3782,121,防晒,v,pos,16
3783,121,夏天,t,pos,17
3784,121,灰色,n,pos,18
3785,121,黑,a,pos,19
3786,121,茶,n,pos,20
3787,121,中均,j,pos,21
3788,121,码,n,pos,22
3789,121,不错,a,pos,23
3791,121,一款,m,pos,24
3793,121,算得,v,pos,25
3795,121,一款,m,pos,26
3796,121,物美,nz,pos,27
3797,121,廉价,n,pos,28
3799,121,做工,v,pos,29
3800,121,不错,a,pos,30
3802,121,款式,n,pos,31
3804,121,新颖,a,pos,32
3807,121,戴,v,pos,33
3810,121,舒服,a,pos,34
3812,121,灰色,n,pos,35
3815,121,喜欢,v,pos,36
3817,121,色系,n,pos,37
3820,122,买来,v,pos,1
3821,122,试,v,pos,2
3824,122,几天,m,pos,3
3827,122,评论,n,pos,4
3830,122,快递,v,pos,5
3831,122,挺快,v,pos,6
3835,122,特别,d,pos,7
3837,122,精致,a,pos,8
3839,122,样式,n,pos,9
3840,122,好看,v,pos,10
3844,122,内衬,n,pos,11
3846,122,戴,v,pos,12
3848,122,舒服,a,pos,13
3854,122,头围,n,pos,14
3855,122,大小,b,pos,15
3857,122,调整,vn,pos,16
3860,123,他家,r,pos,1
3867,123,特好,a,pos,2
3870,123,颜色,n,pos,3
3873,123,正,d,pos,4
3875,123,老板,n,pos,5
3878,123,服务态度,n,pos,6
3884,123,解决,v,pos,7
3887,123,托,v,pos,8
3888,123,地带,n,pos,9
3889,123,水,n,pos,10
3894,123,商家,n,pos,11
3895,123,做,v,pos,12
3896,123,不到,v,pos,13
3899,123,棒,zg,pos,14
3904,125,不错,a,pos,1
3906,125,适合,v,pos,2
3907,125,夏天,t,pos,3
3910,125,大小,b,pos,4
3917,126,特别,d,pos,1
3918,126,喜欢,v,pos,2
3920,126,款,m,pos,3
3923,126,价位,n,pos,4
3924,126,值得,v,pos,5
3925,126,推荐,v,pos,6
3928,126,适合,v,pos,7
3929,126,夏季,t,pos,8
3937,127,平台,n,pos,1
3938,127,买次退,v,pos,2
3940,127,次,q,pos,3
3946,127,放心,v,pos,4
3949,127,满分,d,pos,5
3953,128,商家,n,pos,1
3954,128,发错,v,pos,2
3956,128,镜片,n,pos,3
3959,128,补发,v,pos,4
3961,128,茶色,n,pos,5
3962,128,镜片,n,pos,6
3964,128,镜片,n,pos,7
3965,128,安装,v,pos,8
3968,128,简单,a,pos,9
3971,128,视频教程,n,pos,10
3973,128,特别,d,pos,11
3974,128,喜欢,v,pos,12
3976,128,水泥,n,pos,13
3977,128,灰,n,pos,14
3979,128,颜色,n,pos,15
3982,128,外形,n,pos,16
3986,128,个性,n,pos,17
3988,128,戴,v,pos,18
3990,128,不重,a,pos,19
3992,128,舒适,a,pos,20
3994,128,推荐,v,pos,21
3995,128,购买,v,pos,22
3997,129,好好,d,pos,1
3998,129,好好,d,pos,2
3999,129,好好,d,pos,3
4005,129,两个,m,pos,4
4008,129,白色,n,pos,5
4012,129,蓝色,n,pos,6
4018,129,不错,a,pos,7
4019,129,不错,a,pos,8
4022,129,视频,n,pos,9
4024,129,真的,d,pos,10
4025,129,行,zg,pos,11
4028,130,商品,n,pos,1
4030,130,收到,v,pos,2
4032,130,物流,n,pos,3
4033,130,很快,d,pos,4
4035,130,配送,v,pos,5
4036,130,员,zg,pos,6
4037,130,态度,n,pos,7
4041,130,商品,n,pos,8
4042,130,不错,a,pos,9
4044,130,款式,n,pos,10
4045,130,美观,nz,pos,11
4048,130,价格,n,pos,12
4058,131,坏,a,neg,1
4065,132,镜片,n,neg,1
4067,132,对称,v,neg,2
4069,132,拉,v,neg,3
4071,132,挡,v,neg,4
4073,132,全,a,neg,5
4074,132,眼镜,n,neg,6
4076,133,用户,n,neg,1
4077,133,未,d,neg,2
4079,133,填写,v,neg,3
4080,133,评价,n,neg,4
4081,133,内容,n,neg,5
4082,136,均码,n,neg,1
4088,136,男女,n,neg,2
4089,136,分开,v,neg,3
4095,137,下雨天,n,neg,1
4096,137,戴,v,neg,2
4098,137,眼镜,n,neg,3
4100,137,看不清,v,neg,4
4101,137,外面,f,neg,5
4103,137,影响,vn,neg,6
4104,137,视线,n,neg,7
4107,138,东西,ns,neg,1
4108,138,外观,n,neg,2
4109,138,不错,a,neg,3
4114,138,两次,m,neg,4
4117,138,怎么回事,l,neg,5
4119,138,扣,v,neg,6
4121,138,掉,v,neg,7
4122,138,没了,v,neg,8
4128,138,扣要,v,neg,9
4129,138,块钱,n,neg,10
4132,138,帽子,n,neg,11
4133,138,块钱,n,neg,12
4136,138,塑料片,n,neg,13
4138,140,堪忧,v,neg,1
4141,140,买回来,l,neg,2
4144,140,几天,m,neg,3
4145,140,底座,n,neg,4
4147,140,坏,a,neg,5
4149,141,只能,v,neg,1
4151,141,物有所值,l,neg,2
4155,141,价格,n,neg,3
4157,141,真的,d,neg,4
4159,141,物有所值,l,neg,5
4161,142,东西,ns,neg,1
4163,142,想象,n,neg,2
4166,142,太,d,neg,3
4169,142,总体,n,neg,4
4175,143,卡扣,nz,neg,1
4177,143,粗糙,a,neg,2
4179,143,性价比,n,neg,3
4181,143,高,a,neg,4
4182,144,黑,a,neg,1
4183,144,面罩,n,neg,2
4184,144,坏,a,neg,3
4187,144,只好,d,neg,4
4189,144,红色,n,neg,5
4191,144,取,v,neg,6
4196,145,想,v,neg,1
4199,145,太,d,neg,2
4202,145,感觉,n,neg,3
4203,145,买回来,l,neg,4
4206,145,喜欢,v,neg,5
4208,145,那种,r,neg,6
4210,145,还行,v,neg,7
4213,145,因人而异,i,neg,8
4216,146,调换,v,neg,1
4222,146,赠品,n,neg,2
4224,146,返回,v,neg,3
4229,146,发过来,l,neg,4
4232,146,赠品,n,neg,5
4234,147,一般般,l,neg,1
4236,147,服务,vn,neg,2
4237,147,差差,n,neg,3
4238,147,差,n,neg,4
4240,147,换货,nz,neg,5
4241,147,慢慢,d,neg,6
4242,147,慢,a,neg,7
4244,148,建议,n,neg,1
4245,148,镜片,n,neg,2
4246,148,长,a,neg,3
4249,148,中,f,neg,4
4253,148,短,a,neg,5
4255,148,太短,n,neg,6
4259,148,算,v,neg,7
4261,149,内衬,n,neg,1
4262,149,偏,d,neg,2
4263,149,硬,a,neg,3
4264,149,戴,v,neg,4
4268,149,舒服,a,neg,5
4271,150,没用,v,neg,1
4276,150,发现,v,neg,2
4277,150,少,a,neg,3
4280,150,卡扣,nz,neg,4
4281,151,很好,d,pos,1
4283,151,异味,n,pos,2
4285,151,好看,v,pos,3
4287,151,戴,v,pos,4
4289,151,舒服,a,pos,5
4291,151,性价比,n,pos,6
4296,152,喜欢,v,pos,1
4298,152,夏天,t,pos,2
4302,152,不热,a,pos,3
4304,152,颜色,n,pos,4
4305,152,好看,v,pos,5
4306,152,清爽,a,pos,6
4308,152,不错,a,pos,7
4311,152,喜欢,v,pos,8
4313,152,宝贝,nr,pos,9
4317,153,大小,b,pos,1
4318,153,正好,a,pos,2
4319,153,合适,a,pos,3
4321,153,前,f,pos,4
4322,153,挡,v,pos,5
4323,153,片,q,pos,6
4327,153,值得,v,pos,7
4331,154,物流,n,pos,1
4332,154,很快,d,pos,2
4334,154,昨天,t,pos,3
4335,154,下单,n,pos,4
4338,154,收到,v,pos,5
4342,154,力,n,pos,6
4344,154,不错,a,pos,7
4347,154,送,v,pos,8
4350,154,竹,ng,pos,9
4351,154,蜻蜓,n,pos,10
4353,154,晚上,t,pos,11
4354,154,开车,v,pos,12
4355,154,戴出去,l,pos,13
4356,154,溜溜,z,pos,14
4359,155,颜值,n,pos,1
4361,155,高,a,pos,2
4363,155,透气性,n,pos,3
4366,155,戴,v,pos,4
4370,155,时尚,n,pos,5
4373,156,喜欢,v,pos,1
4375,156,颜色,n,pos,2
4378,156,反光,v,pos,3
4379,156,条,n,pos,4
4381,156,晚上,t,pos,5
4382,156,骑车,n,pos,6
4390,157,便宜,a,pos,1
4395,157,另一家,l,pos,2
4396,157,店,n,pos,3
4399,157,男式,n,pos,4
4402,157,太,d,pos,5
4408,158,做工,v,pos,1
4409,158,精细,a,pos,2
4410,159,透气,n,pos,1
4412,159,轻便,a,pos,2
4414,159,舒适,a,pos,3
4420,159,家人,n,pos,4
4422,159,亲人,n,pos,5
4425,159,两个,m,pos,6
4430,159,可爱,v,pos,7
4433,159,赠品,n,pos,8
